Date,Question,Topic,New/Review,🌟,Need Review,Notes,Column 1
,853. 车队,Bloomberg,Review,,Yes,先排序，再计算每辆车到终点需要的时间。保持降序栈，在左边的车反而需要更长时间，所以不会与任何其他车形成车队，所以最后返回栈的长度即可,
,541. 反转字符串 II,Bloomberg,New,,No,,
,768. 最多能完成排序的块 II,Bloomberg,New,,Yes,stack,
11/18,297. 二叉树的序列化与反序列化,DoorDash,Review,,No,"1. 需要把空叶子也表示出来，可以用#
2. 需要在不同的叶子之间用,分隔
3. decode的以后，用一个队列作为参数，做dfs parse，返回一个tree",
,12. 整数转罗马数字,DoorDash,New,,Yes,使用哈希表，按照从大到小顺序排列.注意400/900/40/90这些都要事先定义好,
,1235. 规划兼职工作,DoorDash,Review,,No,DP.,
11/19,1087. 花括号展开,DoorDash,New,,quick review,先解析，再回溯即可,
,18. 四数之和,DoorDash,New,,Yes,"1. 四个数，都需要去重
2. 注意edge case。当nums[l]+nums[l+1]>cur_target时，不能直接return，而是break,因为可能只是j太大了，而不是i,j都太大了",
,1730. 获取食物的最短路径,DoorDash,New,,No,EASY,
,2065. 最大化一张图中的路径价值,"DoorDash, Amazon, Google",New,,Yes,Dijkstra剪枝，普通dfs求解,
,759. 员工空闲时间,DoorDash,New,,No,普通的差分数组,
,3123. 最短路径中的边,DoorDash,New,,Yes,"我们可以从终点 n−1 出发，倒着 DFS 或 BFS，设当前在点 y，邻居为 x，边权为 w，如果满足
HARD
dis[x]+w=dis[y]
则说明 x-y 这条边在从 0 到 n−1 的最短路上",
,456. 132 模式,DoorDash,New,❤️,Yes,"把元素分为三种：可以作为【1】，【2】，【3】的
从右往左遍历，保持可以作为【2】的数字的最大值（这是因为方便找到对应的【1】）
我们先用给定的阈值移除元素，再将该阈值加入数据结构中。",
11/20,556. 下一个更大元素 III,"DoorDash, Bloomberg, Microsoft, Meta, Amazon, TikTok, Google",New,❤️,Yes,用数学方法遍历并且构造,
,162. 寻找峰值,DoorDash,Review,❤️,Yes,"注意mid只和mid+1比，这样永远不会越界
r及其右边可能是答案，l-1及其左边不是答案
所以，如果nums[mid[<nums[mid+1]时，mid已经不会是答案了",
11/21,3638. 平衡装运的最大数量,DoorDash,New,,quick review,,
11/22,3755. 最大平衡异或子数组的长度,,New,,Yes,用diff记录偶数和奇数的数量差，并且存放到哈希表中,
,3756. 连接非零数字并乘以其数字和 II,,New,,Yes,,
,2964. 可被整除的三元组数量,,Review,,Yes,,
11/23,969. 煎饼排序,,New,,No,思考把最大的煎饼放在最后，是什么操作,
,779. 第K个语法符号,,New,,No,,
,1034. 边界着色,,New,1579,No,,
,1573. 分割字符串的方案数,,New,1591,No,,
11/24,2195. 向数组中追加 K 个整数,,New,1659,quick review,用求和公式,
,2280. 表示一个折线图的最少线段数,,New,1681,No,除法精度有问题，可以改为乘法,
,1864. 构成交替字符串需要的最小交换次数,,New,1601,No,,
,1466. 重新规划路线,,New,1634,No,把树当无向图，从 0 开始 DFS/BFS，每条边看一眼方向就知道要不要改,
,2471. 逐层排序二叉树所需的最少操作数目,,New,1635,No,置换环,
11/25,3709. 设计考试分数记录器,,New,1648,No,,
,3698. 分割数组得到最小绝对差,,New,,No,"前缀,最后得到的peak分别为i-1和j+1
注意有两种可能的情况，分别是2331和231",
,1664. 生成平衡数组的方案数,,New,,No,,
,1358. 包含所有三种字符的子字符串数目,,New,,No,,
,3598. 相邻字符串之间的最长公共前缀,,New,1655,No,"保持**前三大LCP**。用M1表示第一大的值，用i1表示它的index
- 遍历每个位置的时候，算一下删除它可以得到的LCP，记为L，然后看现在的位置是否涉及到前两大的LCP
比如如果不涉及M1，则取max(M1, l)",
11/26,1031. 两个无重叠子数组的最大和,,New,2000,No,"枚举 b 的同时，用变量 maxSumA 维护 a 的元素和的最大值。
枚举右端点",
,1497. 检查数组对是否可以被 k 整除,,New,1787,No,,
,3613. 最小化连通分量的最大成本,,New,1642,No,从大到小移除=从小到大合并,
,2344. 使数组可以被整除的最少删除次数,,New,1641,No,GCD最大公约数，python求数组的最大公约数g = gcd(*numsDivide)g = gcd(*numsDivide),
,2457. 美丽整数的最小增量,,New,1680,No,"如果每次加1，则第一次数字和<=target，的时候，就是答案
直接计算每个数位进位后的结果
比如467，想要得到470，则467%10=7, 10-7=3, to_add=3",
,2400. 恰好移动 k 步到达某一位置的方法数目,,New,1751,No,,
11/27,2385. 感染二叉树需要的总时间,,Review,1711,No,,
11/29,742. 二叉树最近的叶节点,,New,,No,BFS搜索,
,2453. 摧毁一系列目标,,New,,No,模运算,
11/30,2471. 逐层排序二叉树所需的最少操作数目,,Review,,No,,
,3698. 分割数组得到最小绝对差,,Review,,No,,
,2344. 使数组可以被整除的最少删除次数,,Review,,No,,
,2944. 购买水果需要的最少金币数,,New,1709,No,dfs(i) 表示在购买第 i 个水果的前提下，获得第 i 个及其后面的水果所需要的最少金币数,
,894. 所有可能的真二叉树,,New,1784,No,注意循环内部每次都要新建一棵树,
12/1,958. 二叉树的完全性检验,,New,,No,"完全二叉树的编号：根节点为1，左孩子为2*i,右孩子为2*i+1。用BFS，需要把node本身和它的序号同时加入队列。每次弹出一个节点，检查它的编号和现在的cnt是否一致。",
12/2,983. 最低票价,,New,1786,No,"比如last_day是100，则可以在第100, 94, 71天买",
,901. 股票价格跨度,,Review,1709,No,,
,979. 在二叉树中分配硬币,,New,1709,No,"转换成每条边经过了多少枚硬币.贡献法题单：https://leetcode.cn/problems/distribute-coins-in-binary-tree/solutions/2343262/tu-jie-mei-you-si-lu-jin-lai-miao-dong-p-vrni/
对于每一个子树，计算它与它parent相连接那条边需要经过多少枚硬币。比如这个树里面有N个节点，M个硬币，那么这条边会经过abs(N-M)个硬币。返回它里面的硬币数量和节点数量。",
12/3,891. 子序列宽度之和,,New,,No,,
12/4,907. 子数组的最小值之和,,New,1976,No,单调栈+贡献法,
,1706. 球会落何处,,New,1765,No,,
,1711. 大餐计数,,New,1798,No,,
,1510. 石子游戏 IV,,New,1787,No,f[i]表示先手必胜态，那么必有f[i-k^2]处于必败态，【因为两者都采取最佳措施】,
12/5,2771. 构造最长非递减子数组,,New,1792,No,状态机 DP,
,2712. 使所有字符相等的最小成本,,New,1791,No,"前后缀分解DP：pre[i]表示如果让s(0,i-1)这一段都变得和s[i]相同的话需要的操作数
或者脑筋急转弯：如果s[i] != s[i+1]，则必须进行一个操作，让他们相等，要么翻转前缀数组，要么翻转后缀数组
而这一次操作，只会让相邻的这一对字符变得一样，不改变其它的相邻对。所以只需要遍历所有的相邻对，看每一次取哪种操作最好",
,845. 数组中的最长山脉,,New,1437,No,分组循环,
,689. 三个无重叠子数组的最大和,,New,,No,前后缀分解DP,
12/6,1578. 使绳子变成彩色的最短时间,,New,1574,No,分组循环,
,3255. 长度为 K 的子数组的能量值 II,,New,1595,Yes,分组循环，虽然做出来了，但是花了半个小时,
,3350. 检测相邻递增子数组 II,,New,1600,No,分组循环，做了二十多分钟,
,2495. 乘积为偶数的子数组数,,New,,quick review,数学方法，其实还有更简单的方法，也是记录偶数的下标。每次做res+=i+1即可！,
12/7,2385. 感染二叉树需要的总时间,,Review,1711,No,二叉树建图,
,2944. 购买水果需要的最少金币数,,Review,,No,,
,983. 最低票价,,Review,,No,,
,891. 子序列宽度之和,,Review,,No,,
,1510. 石子游戏 IV,,Review,,Yes,,
12/8,845. 数组中的最长山脉,,Review,,No,,
12/14,2712. 使所有字符相等的最小成本,,Review,,No,,
12/19,689. 三个无重叠子数组的最大和,,Review,,No,,
,1405. 最长快乐字符串,TikTok,Review,,Yes,"尽量让a=b=c的情况出现，每次加一个
LeetCode 984 String Without AAA or BBB（2种字符版本）
LeetCode 767 Reorganize String（相邻不能相同，堆贪心）
LeetCode 358 Rearrange String k Distance Apart（更强限制：距离至少 k）",
,133. 克隆图,TikTok,Review,,Yes,"133 Clone Graph（就是这题）

接着刷：138 Copy List with Random Pointer（完全同一套路：old -> new 映射 + 先建再连）

再刷：1485 Clone Binary Tree With Random Pointer（如果你刷得到的话）",
12/20,863. 二叉树中所有距离为 K 的结点,TikTok,Review,,No,,
,2931. 购买物品的最大开销,TikTok,New,,No,,
,2999. 统计强大整数的数目,,New,,Yes,数位DP,
12/21,902. 最大为 N 的数字组合,TikTok,New,,quick review,,
,934. 最短的桥,TikTok,New,,No,先DFS找到一个岛，再多源BFS,
,93. 复原 IP 地址,TikTok,Review,,quick review,,
,983. 最低票价,TikTok,Review,,No,,
,1352. 最后 K 个数的乘积,TikTok,Review,,No,,
,981. 基于时间的键值存储,TikTok,Review,,No,,
,670. 最大交换,TikTok,Review,,No,,
12/22,1530. 好叶子节点对的数量,TikTok,Review,,quick review,不用字典用列表会更好,
,146. LRU 缓存,TikTok,Review,,No,,
,403. 青蛙过河,TikTok,Review,,No,,
,269. 火星词典,TikTok,Review,,quick review,"1. 需要考虑所有在单词中出现过的字母，需要从它们开始搜索
2. 对于两个单词，如果都比较完了，但前面的长度比后面长就有问题",
,666. 路径总和 IV,TikTok,Review,,No,,
,1146. 快照数组,TikTok,Review,1771,Yes,bisect写法,
,215. 数组中的第K个最大元素,TikTok,Review,,Yes,,
12/23,1136. 并行课程,TikTok,New,1710,Yes,"面试题变种，Kahn算法
LeetCode 802 — Find Eventual Safe States",
12/24,802. 找到最终的安全状态,,New,1962,Yes,"Kahn算法，反向建图，最后所有入度为0的节点即为答案
入度为0<=>该节点safe. 根据题意，如果一个节点，所有能到它的节点都是安全的，那么它就是安全的",
,1334. 阈值距离内邻居最少的城市,,Review,1855,quick review,"基础floyd, 记得遍历所有中转节点",
,1462. 课程表 IV,,New,1693,No,,
12/25,1168. 水资源分配优化,,New,2069,quick review,"把“自己建一座水井“也看作一条边，这条边是和一个不存在的节点0连接在一起的.
不存在的节点0，是必须要连接起来的，因为我们必须要建造某一个节点的水井，这一步就看作“和节点0连接在一起”",
12/31,851. 喧闹和富有,,New,,Yes,dfs(x)返回不比自己穷的人当中，最不安静的那个人,
,2050. 并行课程 III,,New,,Yes,kahn写法，本质上是拓扑+DP,
,173. 二叉搜索树迭代器,,Review,,Yes,stack 里面放：还没访问，但未来一定会访问的节点,
1/1,1059. 从起点到终点的所有路径,,New,,Yes,"dfs(x)或者拓扑排序（类似802）都可以做。
1557/2127",
,1749. 任意子数组和的绝对值的最大值,,Review,1542,No,Kadane 解法或前缀和皆可,
,1191. K 次串联后最大子数组之和,,New,,Yes,kadane,
,918. 环形子数组的最大和,,Review,,Yes,环形子数组最大和，当这个子数组由前缀和后缀共同组成时，可以理解为整个数组的和-子数组最小和,
,2321. 拼接数组的最大分数,,New,,Yes,怎么换，能让 nums1 的数组和最大化？其实就是找一个子数组，答案为 s1+diff(nums2子数组-nums1 子数组)，也就是最大化 diff 数组的子数组和,
,1186. 删除一次得到子数组最大和,,New,1799,Yes,"DP 分别记录删除/不删除的最大和
dp_drop[i]:考虑两种情况：之前 drop 过/之前没 drop 过打算 drop 当前元素",
1/3,3628. 插入一个字母的最大子序列数,,New,1754,Yes,"先计算不插入字母时的LCT序列个数（可以用115题的模版）或者直接考虑状态机DP
再计算插入字母，增加的LCT序列个数
插入L，增加的LCT序列个数就是现在有的CT序列个数
插入T，增加的个数就是现有的LC序列个数
在s[i]和s[i+1]之间插入C，增加的个数就是s(0,j)的L个数*s(i+1, n-1)中的T个数",
,115. 不同的子序列,,Review,,No,,
,3290. 最高乘法得分,,Review,,Yes,"A必须要选完,所以初始化的时候，如果从A的后面一半开始从头匹配B，都是不合理的，设置为-inf",
,712. 两个字符串的最小ASCII删除和,,New,,No,,
,72. 编辑距离,,Review,,quick review,注意插入/删除如何思考index,
1/4,1905. 统计子岛屿,,New,1679,quick review,"做了半小时才做出来。其实就是 dfs 搜索 grid2,但只有 grid1[i][j]==grid2[i][j]==1 的时候，才进入搜索
然后 dfs(i,j)返回这个岛屿是否是一个真的子岛屿，就是判断grid1[i][j]为0 的话，需要返回 False。
但这个时候不能停止搜索 grid2,要把grid2 里面这个完整的岛屿搜索完，把他的陆地全都变成水",
,1391. 检查网格中是否存在有效路径,,New,1746,Yes,"注意，不需要考虑上一步是从哪个方向过来的。
比如这一个格子如果是个横线，就让它往左边或者往右边走都去尝试，反正有 vis 数组
但是走到下一个格子的时候，比如当前决定了往左走，左边那个格子只能属于几种特殊的类型
所以需要两个字典",
,827. 最大人工岛,TikTok,Review,1934,No,,
,358. K 距离间隔重排字符串,TikTok,New,,No,用了两个堆，但最优可以只用一个堆，暂时不做,
,218. 天际线问题,TikTok,New,,Yes,扫描线+懒删除堆. 需要再做更多扫描线的题,
1/5,694. 不同岛屿的数量,TikTok,Review,,quick review,"每次找到一个新的 1，把上一个方向加入 path。如果对于一个岛屿 A，它附近所有的岛屿已经被搜索过了，这个时候往 path 中加上 0，代表我们从 岛屿 A 返回到它的来时路
变种：如果可以旋转、翻转，要怎么做？",
,215. 数组中的第K个最大元素,TikTok,Review,,Yes,"时间复杂度：O(N/2)+O(N/4)+O(N/8)+...=O(N)
i从左往右搜索，找到第一个 nums[i]>=pivot  
j从右往左搜索，找到第一个 nums[j]<=pivot  
i 和 j 中间的是尚未搜索到的元素  
每次找到了一组 i 和 j，并且它们当中仍然有未搜索到的元素，就交换 nums[i]和 nums[j]  
若出现了 i>=j 的情况，表示所有元素都搜索完了，可以直接返回
相关题目：324， 1985",
,381. O(1) 时间插入、删除和获取随机元素 - 允许重复,TikTok,New,,Yes,self.val_to_pos=defaultdict(set)，主要是注意细节,
,2074. 反转偶数长度组的节点,TikTok,New,1685,Yes,注意细节即可,
1/6,297. 二叉树的序列化与反序列化,TikTok,Review,,Yes,"recursive parsing, dfs(i）返回Node还有下一个开始 parse的index，index需要注意细节",
,140. 单词拆分 II,TikTok,Review,,Yes,回溯做法。dfs(i)返回s(0:i)可以表示成的所有组合,
,152. 乘积最大子数组,TikTok,Review,,No,,
1/14,364. 嵌套列表加权和 II,Linkedin,New,,Yes,知道怎么做但是代码写不出来. 不用递归也可以写，使用next数组即可,
,716. 最大栈,Linkedin,New,,Yes,,
,339. 嵌套列表加权和,Linkedin,New,,Yes,"BFS空间复杂度：列表的最大宽度
DFS：列表的最大深度。两种写法都写一下",
,636. 函数的独占时间,Linkedin,New,,Yes,模拟调用栈,
,366. 寻找二叉树的叶子节点,Linkedin,New,,quick review,按照节点的高度进行分组。只用收集，不用真正移除,
1/15,235. 二叉搜索树的最近公共祖先,Linkedin,Review,,No,,
,296. 最佳的碰头地点,Linkedin,New,,Yes,"用距离和+DP做的
更优解法：直接用相向双指针计算中位数到所有位置的距离和",
,277. 搜寻名人,Linkedin,Review,,Yes,"需要用技巧来优化
调用一次knows(i,j)，一定能淘汰一个人。若为True，淘汰i; 若为False，淘汰j
关键是：第一步找到一个人，这个人不认识任何人/或为最后一个人。这一步得到的candidate一定是唯一的
如果有两个或以上的人，都不认识任何人，那么根本不存在名人",
,244. 最短单词距离 II,Linkedin,New,,Yes,双指针每次计算距离，然后根据值的大小，选择移动其中一个指针,
,605. 种花问题,Linkedin,New,,No,,
,156. 上下翻转二叉树,Linkedin,New,,Yes,"用递归写的，并非最优
类似反转链表的写法最好，需要记忆",
,256. 粉刷房子,Linkedin,New,,No,,
,1386. 安排电影院座位,Linkedin,New,1637,No,,
,272. 最接近的二叉搜索树值 II,Linkedin,New,,No,,
,1188. 设计有限阻塞队列,Linkedin,New,,Yes,"用semaphore
acquire(), release()
with lock()表示给操作data的地方加锁",
,360. 有序转化数组,Linkedin,New,,No,,
,319. 灯泡开关,Linkedin,New,,Yes,"第i轮，切换所有i的倍数的灯泡。
对于编号为k的灯泡，会被切换m次，m是它的因数的个数.如果有偶数个因数，则最后被灭
只有完全平方数的灯泡，在经过n轮之后，是两着的",
,946. 验证栈序列,Linkedin,Review,,Yes,栈模拟，循环写复杂了,
,528. 按权重随机选择,Linkedin,Review,,No,,
,671. 二叉树中第二小的节点,Linkedin,New,,No,,
1/17,149. 直线上最多的点数,Linkedin,New,,Yes,对于每个固定的点i，找到出现次数最多的斜率。把斜率保存为delta_y/delta_x的形式。如果是负数，一律保证分子为负，分母为正。另外用//而不是/来消除-0.0和0.0不一致的情况,
1/18,150. 逆波兰表达式求值,Linkedin,Review,,No,,
,254. 因子的组合,Linkedin,New,❤️,Yes,回溯法 (Backtracking) 通常依赖修改外部变量（副作用），不能配合 @cache 使用,
,261. 以图判树,Linkedin,Review,,Yes,"无向图判断是否有环：parent; vis[x]=True/False
或者用union find做",
,311. 稀疏矩阵的乘法,Linkedin,Review,,Yes,CSR (压缩行存储) 思想，时间复杂度=有效乘法的次数,
1/19,265. 粉刷房子 II,Linkedin,New,,Yes,,
,245. 最短单词距离 III,Linkedin,New,,No,,
,432. 全 O(1) 的数据结构,Linkedin,New,,Yes,,
2/1,2523. 范围内最接近的两个质数,,Review,,Yes,,
,3025. 人员站位的方案数 I,,Review,,Yes,对于每一个左上角的A，保持一个右下角点的y轴最大值，任何后续小于等于这个y值的点都不能作为右下角,
2/2,2422. 使用合并操作将数组转换为回文序列,,Review,,No,,
,2468. 根据限制分割消息,,Review,,Yes,"cap 代表当前的前 cap 位已经被分配，cur 代表正好分到第 cur 个 partition，然后总 partition 数量也是 cur
如果 cur 有进位，则 cap 也要减少(前面 cur-1 个组能放的字符数量都得少一个）",
2/3,895. 最大频率栈,,Review,,Yes,"stack 的每个位置都是一个列表，比如 stack[0]装所有元素的**第一次出现**的实例
pop 的时候，从 stack[-1]的尾部拿走元素
比如 5 出现了两次，第一个 5 出现在 stack[0],第二个出现在 stack[1]",
